Batter,MATCHES,INNS,RUNS,4s
Sachin Tendulkar,16,16,553,67
Chris Gayle,12,12,608,57
Virat Kohli,16,16,557,55
Paul Valthaty,14,14,463,55
Michael Hussey,14,14,492,53
Shaun Marsh,14,13,504,52
Virender Sehwag,11,11,424,51
Shikhar Dhawan,14,14,400,47
Jacques Kallis,15,14,424,46
Ambati Rayudu,16,16,395,44
Gautam Gambhir,15,15,378,44
Kumar Sangakkara,13,13,358,44
Rahul Dravid,12,12,343,44
Adam Gilchrist,14,14,383,41
S Badrinath,16,13,396,38
