Batter,MATCHES,INNS,RUNS,6s
Nicholas Pooran,14,14,524,40
Shreyas Iyer,17,17,604,39
Suryakumar Yadav,16,16,717,38
Mitchell Marsh,13,13,627,37
Prabhsimran Singh,17,17,549,30
Yashasvi Jaiswal,14,14,559,28
Abhishek Sharma,14,13,439,28
Riyan Parag,14,14,393,27
Heinrich Klaasen,14,13,487,25
Priyansh Arya,17,17,475,25
Shubman Gill,15,15,650,24
Jos Buttler,14,13,538,24
Vaibhav Sooryavanshi,7,7,252,24
Aiden Markram,13,13,445,22
Rohit Sharma,15,15,418,22
