Batter,MATCHES,INNS,RUNS,4s
Rishabh Pant,14,14,684,68
KL Rahul,14,14,659,66
Kane Williamson,17,17,735,63
Suryakumar Yadav,14,14,512,61
Shikhar Dhawan,16,16,496,59
Chris Lynn,16,16,491,56
Ambati Rayudu,16,16,602,53
Jos Buttler,13,13,548,52
Virat Kohli,14,14,530,52
Dinesh Karthik,16,16,498,49
Suresh Raina,15,15,445,46
Shane Watson,15,15,555,44
Sunil Narine,16,16,357,40
AB de Villiers,12,11,480,39
Ajinkya Rahane,15,14,370,39
