Batter,MATCHES,INNS,RUNS,4s
Ruturaj Gaikwad,16,16,635,64
Shikhar Dhawan,16,16,587,63
Faf du Plessis,16,16,633,60
Prithvi Shaw,15,15,479,56
Shubman Gill,17,17,478,50
KL Rahul,13,13,626,48
Glenn Maxwell,15,14,513,48
Sanju Samson,14,14,484,45
Devdutt Padikkal,14,14,411,44
Virat Kohli,15,15,405,43
Mayank Agarwal,12,12,441,42
Rishabh Pant,16,16,419,42
Rahul Tripathi,17,16,397,41
Suryakumar Yadav,14,14,317,40
Venkatesh Iyer,10,10,370,37
