Batter,MATCHES,INNS,RUNS,6s
Adam Gilchrist,16,16,495,29
Matthew Hayden,12,12,572,22
Suresh Raina,14,14,434,21
Rohit Sharma,16,16,362,18
Yuvraj Singh,14,14,340,16
Ross Taylor,11,11,280,15
Dwayne Smith,8,8,215,15
Tillakaratne Dilshan,14,13,418,13
AB de Villiers,15,13,465,12
Herschelle Gibbs,14,14,371,12
Brendon McCullum,13,13,285,12
Yusuf Pathan,13,13,243,12
Jean-Paul Duminy,13,12,372,11
Andrew Symonds,8,8,249,11
Naman Ojha,8,8,168,11
